book_id,title,author,concept_slug,strength,rationale,model,created_at
009045ca-7d40-40f7-9c88-7667cf75480a,Valuing Financial Institutions,Z. Christopher Mercer,business_quality_and_competitive_advantage,0.5,Assessing the quality and competitive positioning of financial institutions is a secondary but important component of their valuation.,claude-sonnet-4-6,2026-06-11T05:33:22.763235+00:00
009045ca-7d40-40f7-9c88-7667cf75480a,Valuing Financial Institutions,Z. Christopher Mercer,earnings_growth_and_profitability_drivers,0.5,"Understanding return on equity, net interest margins, and profitability drivers is typically covered as part of valuing financial firms.",claude-sonnet-4-6,2026-06-11T05:33:22.763235+00:00
014f326c-eca6-428e-a0b3-a73263ca8bd1,Purchase of Order Flows and Favorable Executions,Charles M. C. Lee,order_types_and_execution_mechanics,1.0,"The title directly references 'order flows' and 'favorable executions,' which are core topics within order execution mechanics, including how orders are routed, filled, and the quality of trade execution.",claude-sonnet-4-6,2026-06-11T05:33:29.782369+00:00
014f326c-eca6-428e-a0b3-a73263ca8bd1,Purchase of Order Flows and Favorable Executions,Charles M. C. Lee,market_participants_and_incentives,1.0,"Payment for order flow involves specific incentives between brokers, market makers, and retail investors, making market participant incentives a central topic of this work.",claude-sonnet-4-6,2026-06-11T05:33:29.782369+00:00
014f326c-eca6-428e-a0b3-a73263ca8bd1,Purchase of Order Flows and Favorable Executions,Charles M. C. Lee,execution_quality_and_trade_implementation,1.0,"The concept of 'favorable executions' directly corresponds to execution quality, including how orders are implemented and whether clients receive best execution.",claude-sonnet-4-6,2026-06-11T05:33:29.782369+00:00
014f326c-eca6-428e-a0b3-a73263ca8bd1,Purchase of Order Flows and Favorable Executions,Charles M. C. Lee,exchanges_brokers_and_market_infrastructure,0.5,"Payment for order flow involves brokers routing orders to specific market makers or venues, touching on brokerage and market infrastructure topics.",claude-sonnet-4-6,2026-06-11T05:33:29.782369+00:00
014f326c-eca6-428e-a0b3-a73263ca8bd1,Purchase of Order Flows and Favorable Executions,Charles M. C. Lee,liquidity_and_market_depth,0.5,"Order flow and execution quality are closely tied to bid-ask spreads, market impact, and liquidity conditions, which are likely addressed in this academic work.",claude-sonnet-4-6,2026-06-11T05:33:29.782369+00:00
025fa394-3f3c-4ee3-ae6f-f2725e4be885,Financial Engineering,John Francis Marshall,asset_classes_and_financial_instruments,1.0,"Financial engineering typically centers on the design and use of financial instruments including derivatives, structured products, and other complex securities.",claude-sonnet-4-6,2026-06-11T05:33:36.296274+00:00
025fa394-3f3c-4ee3-ae6f-f2725e4be885,Financial Engineering,John Francis Marshall,intrinsic_value_estimation,0.5,Financial engineering involves pricing and valuing derivative instruments and structured products using quantitative models.,claude-sonnet-4-6,2026-06-11T05:33:36.296274+00:00
025fa394-3f3c-4ee3-ae6f-f2725e4be885,Financial Engineering,John Francis Marshall,risk_return_tradeoff,0.5,Financial engineering broadly addresses how instruments can be structured to alter the risk-return profile of portfolios or positions.,claude-sonnet-4-6,2026-06-11T05:33:36.296274+00:00
025fa394-3f3c-4ee3-ae6f-f2725e4be885,Financial Engineering,John Francis Marshall,leverage_and_margin_risk,0.5,"Derivatives and engineered financial products frequently involve leverage, a core concern in financial engineering curricula.",claude-sonnet-4-6,2026-06-11T05:33:36.296274+00:00
025fa394-3f3c-4ee3-ae6f-f2725e4be885,Financial Engineering,John Francis Marshall,interest_rates_and_monetary_policy,0.5,Interest rate instruments and interest rate derivatives are a standard major topic in financial engineering texts.,claude-sonnet-4-6,2026-06-11T05:33:36.296274+00:00
02b13a90-fefe-493e-bf75-bbb826b2bf4a,Value versus Growth - An Empirical Analysis of Equity Fund Managers ́ Capabilities to Generate Alpha,Thomas Müller,passive_vs_active_portfolio_management,1.0,"The thesis directly investigates whether active equity fund managers (value or growth) can generate alpha over benchmarks, explicitly comparing active versus passive portfolio management approaches.",claude-sonnet-4-6,2026-06-11T05:33:42.610529+00:00
02b13a90-fefe-493e-bf75-bbb826b2bf4a,Value versus Growth - An Empirical Analysis of Equity Fund Managers ́ Capabilities to Generate Alpha,Thomas Müller,valuation_multiples_and_relative_valuation,0.5,"The study contrasts value stocks versus growth stocks, which implicitly involves valuation metrics and relative cheapness or expensiveness used to distinguish these investment styles.",claude-sonnet-4-6,2026-06-11T05:33:42.610529+00:00
02b13a90-fefe-493e-bf75-bbb826b2bf4a,Value versus Growth - An Empirical Analysis of Equity Fund Managers ́ Capabilities to Generate Alpha,Thomas Müller,business_quality_and_competitive_advantage,0.5,"The growth investing side of the analysis touches on evaluating companies with superior growth characteristics, a component of assessing business quality.",claude-sonnet-4-6,2026-06-11T05:33:42.610529+00:00
02b13a90-fefe-493e-bf75-bbb826b2bf4a,Value versus Growth - An Empirical Analysis of Equity Fund Managers ́ Capabilities to Generate Alpha,Thomas Müller,risk_return_tradeoff,0.5,Evaluating alpha generation and outperformance relative to benchmarks inherently involves assessing risk-adjusted returns and the risk-return tradeoff across investment styles.,claude-sonnet-4-6,2026-06-11T05:33:42.610529+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,trend_analysis,1.0,"The book is fundamentally about trend trading, teaching how to identify and follow trends in the stock market as its core subject.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,strategy_design_and_rule_definition,1.0,"The book covers multiple explicit trading systems with defined rules for entries, exits, and position management, including a new Mean Reversion Setup.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,chart_patterns_and_price_action,1.0,"The description explicitly mentions 'reading stock charts like a pro' and finding trade setups, indicating substantial coverage of chart-based analysis.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,trade_planning_and_preparation,1.0,"The book covers all steps from setting up a trading environment to finding, trading, and managing positions, indicating thorough pre-trade planning instruction.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,stop_loss_and_exit_rules,1.0,"The description explicitly covers knowing when to sell and taking action with confidence, indicating substantial coverage of exit rules and trade management.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,momentum_and_technical_indicators,0.5,"As a trend trading guide covering multiple trading systems and chart analysis, technical indicators for measuring momentum are likely a secondary but real component.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,position_sizing,0.5,"Managing positions is explicitly mentioned in the description, suggesting position sizing and trade management are covered as part of the trading systems.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,financial_statement_analysis,0.5,"The new edition adds an 'all-new fundamentals-based approach,' indicating some coverage of financial fundamentals alongside the technical systems.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,market_structure_and_regime_identification,0.5,"The book addresses trading in 'today's unpredictable markets' and covers multiple system types including mean reversion, suggesting regime identification is discussed.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
033f1b5c-beaf-4a79-a3d1-22303f12d17e,Trend Trading for a Living (PB),Thomas K. Carr,backtesting_and_strategy_validation,0.5,"The description mentions 'in-depth analyses of historical performance' for the trading systems, indicating backtesting and validation are covered.",claude-sonnet-4-6,2026-06-11T05:33:53.528476+00:00
03a52c71-9c6a-432d-8e4a-212e56099c72,The Encyclopedia of Trading Strategies,"Jeffrey Katz, Donna McCormick",backtesting_and_strategy_validation,1.0,The book's core methodology is rigorous and systematic backtesting of each trading method using consistent markets and analytic techniques to validate strategies.,claude-sonnet-4-6,2026-06-11T05:34:01.919578+00:00
03a52c71-9c6a-432d-8e4a-212e56099c72,The Encyclopedia of Trading Strategies,"Jeffrey Katz, Donna McCormick",strategy_design_and_rule_definition,1.0,"The book explicitly covers trading methods and strategies with a system-based approach to developing explicit, repeatable trading systems.",claude-sonnet-4-6,2026-06-11T05:34:01.919578+00:00
03a52c71-9c6a-432d-8e4a-212e56099c72,The Encyclopedia of Trading Strategies,"Jeffrey Katz, Donna McCormick",system_iteration_and_continuous_improvement,1.0,"The book guides traders in assembling and refining trading systems, implying iterative system development to achieve consistently profitable trading.",claude-sonnet-4-6,2026-06-11T05:34:01.919578+00:00
03a52c71-9c6a-432d-8e4a-212e56099c72,The Encyclopedia of Trading Strategies,"Jeffrey Katz, Donna McCormick",momentum_and_technical_indicators,0.5,"As an encyclopedia of trading strategies for futures markets, it likely covers technical indicators as part of the methods systematically tested.",claude-sonnet-4-6,2026-06-11T05:34:01.919578+00:00
03a52c71-9c6a-432d-8e4a-212e56099c72,The Encyclopedia of Trading Strategies,"Jeffrey Katz, Donna McCormick",trade_planning_and_preparation,0.5,"The systematic, scientific approach to system development described implies coverage of defining entry, exit, and trade planning rules.",claude-sonnet-4-6,2026-06-11T05:34:01.919578+00:00
03a52c71-9c6a-432d-8e4a-212e56099c72,The Encyclopedia of Trading Strategies,"Jeffrey Katz, Donna McCormick",risk_reward_and_expectancy,0.5,Evaluating market-beating returns and system-based trading inherently involves expectancy and risk-reward analysis across tested strategies.,claude-sonnet-4-6,2026-06-11T05:34:01.919578+00:00
03cbe5f5-c851-45d5-9b1d-926b3dbf6a2c,Extra Dividends Supplement to Accompany Fundamentals of Investing,David J. McLaughlin,asset_classes_and_financial_instruments,0.5,A fundamentals of investing supplement likely covers basic financial instruments including dividend-paying stocks as investment vehicles.,claude-sonnet-4-6,2026-06-11T05:34:07.357571+00:00
03cbe5f5-c851-45d5-9b1d-926b3dbf6a2c,Extra Dividends Supplement to Accompany Fundamentals of Investing,David J. McLaughlin,financial_statement_analysis,0.5,A fundamentals of investing text typically covers financial statement analysis as a core component of evaluating investments.,claude-sonnet-4-6,2026-06-11T05:34:07.357571+00:00
03cbe5f5-c851-45d5-9b1d-926b3dbf6a2c,Extra Dividends Supplement to Accompany Fundamentals of Investing,David J. McLaughlin,earnings_growth_and_profitability_drivers,0.5,Dividend investing supplements commonly address earnings and profitability as drivers of dividend sustainability and growth.,claude-sonnet-4-6,2026-06-11T05:34:07.357571+00:00
03cbe5f5-c851-45d5-9b1d-926b3dbf6a2c,Extra Dividends Supplement to Accompany Fundamentals of Investing,David J. McLaughlin,time_horizon_and_goal_based_investing,0.5,Fundamentals of investing materials typically address time horizon and goal-based considerations for income-oriented investors.,claude-sonnet-4-6,2026-06-11T05:34:07.357571+00:00
0485bd9f-6fa0-45f1-a39e-925c18f5fd09,Trading Forex by Liquidity,Konstantin Titov,liquidity_and_market_depth,1.0,"The entire book is structured around how liquidity expands and contracts across trading sessions, covering spreads, slippage, order absorption, and execution conditions as primary topics.",claude-sonnet-4-6,2026-06-11T05:34:17.907989+00:00
0485bd9f-6fa0-45f1-a39e-925c18f5fd09,Trading Forex by Liquidity,Konstantin Titov,market_structure_and_regime_identification,1.0,"The book explicitly analyzes distinct liquidity regimes and session-based market phases (London, New York, Asia), teaching traders to recognize which market conditions support reliable trading.",claude-sonnet-4-6,2026-06-11T05:34:17.907989+00:00
0485bd9f-6fa0-45f1-a39e-925c18f5fd09,Trading Forex by Liquidity,Konstantin Titov,exchanges_brokers_and_market_infrastructure,0.5,"The book covers session handovers, global trading infrastructure, and how different market participants and venues operate across time zones.",claude-sonnet-4-6,2026-06-11T05:34:17.907989+00:00
0485bd9f-6fa0-45f1-a39e-925c18f5fd09,Trading Forex by Liquidity,Konstantin Titov,market_participants_and_incentives,1.0,"Each session is analyzed as its own trading environment with different participants, incentives, and behaviors, including how London drives repricing and New York confirms or reverses moves based on capital flow and positioning.",claude-sonnet-4-6,2026-06-11T05:34:17.907989+00:00
0485bd9f-6fa0-45f1-a39e-925c18f5fd09,Trading Forex by Liquidity,Konstantin Titov,order_types_and_execution_mechanics,1.0,"The book extensively covers how spreads, slippage, stop behavior, and execution quality change by session, making execution mechanics a central teaching focus.",claude-sonnet-4-6,2026-06-11T05:34:17.907989+00:00
0485bd9f-6fa0-45f1-a39e-925c18f5fd09,Trading Forex by Liquidity,Konstantin Titov,execution_quality_and_trade_implementation,1.0,"The book is explicitly framed around how timing influences execution quality, covering slippage, spread costs, and how session conditions affect trade implementation.",claude-sonnet-4-6,2026-06-11T05:34:17.907989+00:00
0485bd9f-6fa0-45f1-a39e-925c18f5fd09,Trading Forex by Liquidity,Konstantin Titov,currency_and_global_macro_forces,0.5,"The book covers the Forex market specifically, touching on capital flows, global session dynamics, and cross-border participation as structural forces behind price movement.",claude-sonnet-4-6,2026-06-11T05:34:17.907989+00:00
0485bd9f-6fa0-45f1-a39e-925c18f5fd09,Trading Forex by Liquidity,Konstantin Titov,trade_planning_and_preparation,0.5,"The book provides a framework for identifying when market conditions support reliable trading, helping traders align activity with session-based liquidity rhythms as part of pre-trade preparation.",claude-sonnet-4-6,2026-06-11T05:34:17.907989+00:00
05879d61-b188-49cd-aa9c-cf1a0aa593c4,International Handbook of Development Economics,"Amitava Krishna Dutt, Jaime Ros",economic_indicators_and_data_interpretation,0.5,A comprehensive development economics reference would substantially cover macroeconomic data and indicators used to assess economic development and growth conditions.,claude-sonnet-4-6,2026-06-11T05:34:24.359877+00:00
05879d61-b188-49cd-aa9c-cf1a0aa593c4,International Handbook of Development Economics,"Amitava Krishna Dutt, Jaime Ros",business_cycles_and_market_cycles,0.5,"Development economics handbooks typically address economic growth, expansion, and contraction cycles in the context of developing economies.",claude-sonnet-4-6,2026-06-11T05:34:24.359877+00:00
05879d61-b188-49cd-aa9c-cf1a0aa593c4,International Handbook of Development Economics,"Amitava Krishna Dutt, Jaime Ros",inflation_and_purchasing_power,0.5,"Inflation, purchasing power, and their effects on developing economies are standard topics in comprehensive development economics references.",claude-sonnet-4-6,2026-06-11T05:34:24.359877+00:00
05879d61-b188-49cd-aa9c-cf1a0aa593c4,International Handbook of Development Economics,"Amitava Krishna Dutt, Jaime Ros",currency_and_global_macro_forces,0.5,"International development economics inherently covers global macro forces, exchange rates, capital flows, and trade balances affecting developing nations.",claude-sonnet-4-6,2026-06-11T05:34:24.359877+00:00
05879d61-b188-49cd-aa9c-cf1a0aa593c4,International Handbook of Development Economics,"Amitava Krishna Dutt, Jaime Ros",credit_debt_and_financial_crises,0.5,"Development economics comprehensively addresses debt cycles, financial crises, and credit conditions particularly relevant to developing countries.",claude-sonnet-4-6,2026-06-11T05:34:24.359877+00:00
06628861-d272-4cfc-ad9b-be8e91dd76fd,World Economic Interdependence and the Evolving North-South Relationship,Organisation for Economic Co-operation and Development,currency_and_global_macro_forces,1.0,"The book's central focus on world economic interdependence and North-South relationships directly covers global macro forces, capital flows, trade balances, and cross-border macro relationships.",claude-sonnet-4-6,2026-06-11T05:34:28.146017+00:00
06628861-d272-4cfc-ad9b-be8e91dd76fd,World Economic Interdependence and the Evolving North-South Relationship,Organisation for Economic Co-operation and Development,economic_indicators_and_data_interpretation,0.5,Analysis of the world economy and North-South dynamics likely involves macroeconomic data and indicators to characterize the economic conditions of developed and developing nations.,claude-sonnet-4-6,2026-06-11T05:34:28.146017+00:00
07144fb3-4300-48a0-bcd9-c8ed67a047ac,Microstructure,Hans R. Stoll,price_formation_and_market_efficiency,1.0,"Market microstructure is fundamentally concerned with how prices are formed through the interaction of buyers and sellers, information, and trading mechanisms.",claude-sonnet-4-6,2026-06-11T05:34:34.539141+00:00
07144fb3-4300-48a0-bcd9-c8ed67a047ac,Microstructure,Hans R. Stoll,exchanges_brokers_and_market_infrastructure,1.0,"Hans Stoll is a leading scholar of market microstructure, which centrally covers trading venues, market makers, brokers, and the institutional infrastructure of markets.",claude-sonnet-4-6,2026-06-11T05:34:34.539141+00:00
07144fb3-4300-48a0-bcd9-c8ed67a047ac,Microstructure,Hans R. Stoll,liquidity_and_market_depth,1.0,"Market microstructure research by Stoll is closely associated with bid-ask spreads, liquidity provision, and order book depth as core topics.",claude-sonnet-4-6,2026-06-11T05:34:34.539141+00:00
07144fb3-4300-48a0-bcd9-c8ed67a047ac,Microstructure,Hans R. Stoll,order_types_and_execution_mechanics,1.0,"Microstructure analysis covers the mechanics of order submission, execution, and transaction costs including bid-ask spreads and slippage.",claude-sonnet-4-6,2026-06-11T05:34:34.539141+00:00
07144fb3-4300-48a0-bcd9-c8ed67a047ac,Microstructure,Hans R. Stoll,market_participants_and_incentives,0.5,"Microstructure research examines the roles and incentives of market makers, dealers, informed traders, and liquidity providers in the trading process.",claude-sonnet-4-6,2026-06-11T05:34:34.539141+00:00
07b141ce-310f-4a39-85a9-23e5da4e0ab6,The Trading Systems Toolkit,Joe Krutsinger,strategy_design_and_rule_definition,1.0,"The book focuses on building trading systems, which directly involves defining explicit entry, exit, and management rules.",claude-sonnet-4-6,2026-06-11T05:34:39.667358+00:00
07b141ce-310f-4a39-85a9-23e5da4e0ab6,The Trading Systems Toolkit,Joe Krutsinger,backtesting_and_strategy_validation,1.0,"Testing trading systems is a core stated focus of the book, covering historical validation of strategies.",claude-sonnet-4-6,2026-06-11T05:34:39.667358+00:00
07b141ce-310f-4a39-85a9-23e5da4e0ab6,The Trading Systems Toolkit,Joe Krutsinger,system_iteration_and_continuous_improvement,0.5,Applying and refining trading systems implies iterative improvement of strategy performance over time.,claude-sonnet-4-6,2026-06-11T05:34:39.667358+00:00
07b141ce-310f-4a39-85a9-23e5da4e0ab6,The Trading Systems Toolkit,Joe Krutsinger,trade_planning_and_preparation,0.5,Building and applying trading systems inherently involves pre-trade planning and preparation frameworks.,claude-sonnet-4-6,2026-06-11T05:34:39.667358+00:00
085f7600-54b1-4184-8f18-82ac8bcba273,Teenvestor,"Emmanuel Modu, Andrea Walker",asset_classes_and_financial_instruments,1.0,"The book explicitly covers investing in stocks, mutual funds, IRAs, and more, making asset classes and financial instruments a central topic.",claude-sonnet-4-6,2026-06-11T05:34:46.440712+00:00
085f7600-54b1-4184-8f18-82ac8bcba273,Teenvestor,"Emmanuel Modu, Andrea Walker",financial_statement_analysis,0.5,A guide on stock investing for beginners would likely introduce basic financial statement concepts to evaluate companies.,claude-sonnet-4-6,2026-06-11T05:34:46.440712+00:00
085f7600-54b1-4184-8f18-82ac8bcba273,Teenvestor,"Emmanuel Modu, Andrea Walker",intrinsic_value_estimation,0.5,Teaching teens how to invest in stocks typically includes introductory concepts of how to assess what a stock is worth.,claude-sonnet-4-6,2026-06-11T05:34:46.440712+00:00
085f7600-54b1-4184-8f18-82ac8bcba273,Teenvestor,"Emmanuel Modu, Andrea Walker",diversification,0.5,Coverage of both stocks and mutual funds suggests the book addresses spreading risk across different investments.,claude-sonnet-4-6,2026-06-11T05:34:46.440712+00:00
085f7600-54b1-4184-8f18-82ac8bcba273,Teenvestor,"Emmanuel Modu, Andrea Walker",time_horizon_and_goal_based_investing,1.0,"A guide aimed at teen investors inherently focuses on long-term investing horizons, retirement accounts (IRAs), and goal-based financial planning.",claude-sonnet-4-6,2026-06-11T05:34:46.440712+00:00
085f7600-54b1-4184-8f18-82ac8bcba273,Teenvestor,"Emmanuel Modu, Andrea Walker",passive_vs_active_portfolio_management,0.5,The inclusion of mutual funds alongside individual stocks suggests some discussion of passive versus active investment approaches.,claude-sonnet-4-6,2026-06-11T05:34:46.440712+00:00
08810fde-75a2-4138-bba6-5e613ffa4371,Market Integration and Price Execution for NYSE-listed Securities,Charles M. C. Lee,price_formation_and_market_efficiency,1.0,"The title explicitly references market integration and price execution, which are core aspects of how prices form and markets achieve efficiency for NYSE-listed securities.",claude-sonnet-4-6,2026-06-11T05:34:53.037996+00:00
08810fde-75a2-4138-bba6-5e613ffa4371,Market Integration and Price Execution for NYSE-listed Securities,Charles M. C. Lee,execution_quality_and_trade_implementation,1.0,"Price execution for NYSE-listed securities is a primary focus of the title, directly covering trade execution quality and implementation mechanics.",claude-sonnet-4-6,2026-06-11T05:34:53.037996+00:00
08810fde-75a2-4138-bba6-5e613ffa4371,Market Integration and Price Execution for NYSE-listed Securities,Charles M. C. Lee,exchanges_brokers_and_market_infrastructure,1.0,"Market integration and execution for NYSE-listed securities inherently covers exchange infrastructure, trading venues, and the systems facilitating trade on the NYSE.",claude-sonnet-4-6,2026-06-11T05:34:53.037996+00:00
08810fde-75a2-4138-bba6-5e613ffa4371,Market Integration and Price Execution for NYSE-listed Securities,Charles M. C. Lee,order_types_and_execution_mechanics,0.5,A study of price execution on the NYSE would likely address order mechanics and execution details as part of its analysis.,claude-sonnet-4-6,2026-06-11T05:34:53.037996+00:00
08810fde-75a2-4138-bba6-5e613ffa4371,Market Integration and Price Execution for NYSE-listed Securities,Charles M. C. Lee,liquidity_and_market_depth,0.5,"Market integration and price execution studies typically involve analysis of liquidity, bid-ask spreads, and market depth on the NYSE.",claude-sonnet-4-6,2026-06-11T05:34:53.037996+00:00
093b0c2e-234b-4032-b62d-da366ce2f8b0,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",financial_statement_analysis,1.0,"The entire book is dedicated to teaching how to read, interpret, and critically analyze GAAP and non-GAAP financial statements, including income statements, balance sheets, and cash flow statements.",claude-sonnet-4-6,2026-06-11T05:35:00.032283+00:00
093b0c2e-234b-4032-b62d-da366ce2f8b0,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",intrinsic_value_estimation,0.5,"The book covers analytical techniques used for stock valuations and merger/acquisition valuations, implying coverage of valuation methods based on financial statement data.",claude-sonnet-4-6,2026-06-11T05:35:00.032283+00:00
093b0c2e-234b-4032-b62d-da366ce2f8b0,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",valuation_multiples_and_relative_valuation,0.5,"The book discusses evaluating stock prices and company valuations, and compares non-GAAP methodologies like CFROI and EVA, which are used in relative and absolute valuation contexts.",claude-sonnet-4-6,2026-06-11T05:35:00.032283+00:00
093b0c2e-234b-4032-b62d-da366ce2f8b0,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",earnings_growth_and_profitability_drivers,0.5,"The book addresses the declining connection between GAAP earnings and stock prices, and covers profitability metrics including non-GAAP alternatives like EVA and CFROI.",claude-sonnet-4-6,2026-06-11T05:35:00.032283+00:00
093b0c2e-234b-4032-b62d-da366ce2f8b0,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",cognitive_biases,0.5,"The book explicitly teaches readers to recognize how companies present themselves in the most favorable light and use tricks to mislead, addressing the need to avoid being misled by biased non-GAAP reporting.",claude-sonnet-4-6,2026-06-11T05:35:00.032283+00:00
09d4b04e-8ba9-4cd3-ad80-12d04245c98a,The Trading Methodologies of W.D. Gann,Hima Reddy,chart_patterns_and_price_action,1.0,"The book explicitly covers Gann's insights into price and pattern, which are central to chart pattern and price action analysis in technical trading.",claude-sonnet-4-6,2026-06-11T05:35:10.818502+00:00
09d4b04e-8ba9-4cd3-ad80-12d04245c98a,The Trading Methodologies of W.D. Gann,Hima Reddy,trend_analysis,1.0,"Gann's methodologies heavily involve identifying trend direction and strength, and the book covers how these insights apply across all market conditions.",claude-sonnet-4-6,2026-06-11T05:35:10.818502+00:00
09d4b04e-8ba9-4cd3-ad80-12d04245c98a,The Trading Methodologies of W.D. Gann,Hima Reddy,support_and_resistance,1.0,"Gann's work is foundational to identifying price levels of support and resistance, and this book applies those tenets to modern trading.",claude-sonnet-4-6,2026-06-11T05:35:10.818502+00:00
09d4b04e-8ba9-4cd3-ad80-12d04245c98a,The Trading Methodologies of W.D. Gann,Hima Reddy,market_structure_and_regime_identification,1.0,"The book covers Gann's analysis of price, pattern, and time across all types of markets and market conditions, directly addressing market structure and regime identification.",claude-sonnet-4-6,2026-06-11T05:35:10.818502+00:00
09d4b04e-8ba9-4cd3-ad80-12d04245c98a,The Trading Methodologies of W.D. Gann,Hima Reddy,momentum_and_technical_indicators,0.5,Gann's technical methodologies include indicator-like tools and momentum concepts that are likely covered as secondary elements of his analytical framework.,claude-sonnet-4-6,2026-06-11T05:35:10.818502+00:00
